"x"
53
245
5.7
3.2
0.1
39
5.3
154
0.5
1.3
952
14.5
0.8
0.2
1.5
5.6
0.9
0.7
0.6
0.4
19.6
1.6
0.5
471
38
350
1.9
1.6
296
105
131
17.5
0.3
0.2
0.5
0.9
0.3
38
0.8
0.5
0.4
2.4
7.2
4.9
11.7
1002
787
0.5
0.5
9.4
0.4
0.9
147
2158
14.5
0.3
65
2.6
31
38
43
37
1.2
10.8
16
2.8
33
1.5
5.8
1.1
18.8
1
1
30
5.1
1.6
29
252
9.8
22
1.5
2.2
1079
15.4
0.7
1.1
27
38
6.2
512
1.4
0.4
8.1
1.2
0.2
16.6
1.1
1.5
51
0.2
5.2
32
17.5
0.4
13.7
102
3
0.6
0.9
6.7
0.8
0.2
1.9
133
0.6
1.4
114
1.7
1
7
3.9
1.7
0.8
55
1
86
0.3
2.7
9.8
43
40
1309
1.2
2.1
13
0.2
3.2
0.2
68
1.1
607
10.5
10.1
3.1
6.6
0.3
5.4
1.4
10.6
0.2
0.2
18.9
13.2
11.7
0.2
1.3
0.3
73
0.9
10.4
92
12.4
31
5.1
1.7
12.7
35
115
2.2
12.4
0.2
3.1
33
0.2
19.9
7.7
30
0.9
0.2
5.9
100
102
51
444
0.7
1.2
124
0.8
8.2
0.4
1
1106
1328
0.2
0.2
10.6
1.7
0.6
0.8
66
100
261
2.5
4.2
0.7
10.5
15.2
0.2
50
2.1
0.6
24
1.8
7.9
7.2
9
8.4
0.5
2.6
63
13.5
1
6
12.5
10.8
5
4.7
28
8.2
246
4.3
2.3
104
485
86
58
1.3
3.9
23
21
79
0.1
3.9
1
8.1
383
10
1.1
1.5
1
36
14.6
18.5
29
333
227
0.9
6
3.2
0.1
225
14.2
0.5
0.7
49
0.1
1.3
3.6
8.2
13.5
10.1
241
0.4
1.9
2.3
164
0.4
1.1
10.3
36
0.3
1.7
3.1
2.9
0.4
3.5
148
4.8
1.3
1.2
89
0.2
28
87
57
0.5
1.3
9.2
6.6
67
141
24
13.5
13.6
81
4.5
4.1
0.4
34
0.3
19
3.3
1.1
91
17.3
184
0.5
0.2
3.6
13.2
0.5
0.5
691
1.7
2.6
2.5
74
3.8
128
0.4
652
0.6
10
0.9
51
147
0.5
1.2
12.2
8.9
2
239
3.6
0.4
1
8.3
4
0.4
33
15.3
0.7
9.4
21
23
913
55
1.5
1
43
1.9
1.2
127
23
1.4
2
28
0.3
577
3.9
1.4
8.4
0.2
18.9
271
1.3
134
0.6
0.6
1.3
2.2
1.8
2.3
0.4
2.8
0.8
5
16.7
72
15.5
0.3
11
3
113
14.5
4.2
0.6
1.2
9.1
2.8
4.2
8.7
2.3
1.6
2.9
3.8
0.2
175
0.4
1.8
1.4
1.4
5.1
309
14.6
0.6
17.5
9.6
28
0.5
1.3
5.2
13.4
680
15.6
1.7
3.4
31
9.7
9.4
24
116
27
5.1
19.9
0.5
0.2
1.7
24
3.1
144
74
0.7
672
0.2
1093
9.8
31
45
14.2
111
18.5
157
1174
13.9
46
3.1
94
0.7
27
0.2
0.6
0.1
5
74
0.4
28
0.7
100
0.9
159
0.3
1.2
35
898
0.2
3.4
0.2
30
0.7
1.2
0.8
3.8
4.9
1.8
522
56
0.4
1.4
0.5
0.9
0.4
0.1
55
3.7
10.3
6.8
27
251
6.1
0.4
14.2
2.9
2.5
3.2
73
2.8
1.8
8.8
0.4
6.2
0.3
0.2
17.8
2.1
59
18.4
0.6
0.7
2.1
1.4
2.1
0.4
12.9
1.3
10.6
89
4.8
9
11.9
3.7
57
62
18.3
4.9
0.4
13.1
65
36
216
0.5
1.1
0.6
19.2
15.1
208
0.8
2.8
55
4
19.3
77
2.5
316
28
1.5
8.6
0.5
0.4
32
38
554
1
7.3
0.1
370
12.2
0.5
0.2
2.5
67
2.7
17.6
0.5
34
2.3
59
6.9
0.3
5.9
568
0.3
6
2.9
70
1
0.4
3.3
3.2
256
0.6
363
74
13.1
0.2
0.6
1.8
4.8
1
0.1
77
0.9
2.1
29
492
0.8
19.8
0.5
0.3
387
0.5
0.4
4.8
5.1
0.4
0.5
1.2
74
12.1
409
1343
585
0.2
2
1.3
0.7
3.7
36
1.2
0.1
400
0.4
0.5
1.1
2.8
3.1
21
142
1.6
35
0.4
40
7.6
1.3
11.2
3.9
19.5
4.7
0.4
0.2
1.3
164
287
0.1
30
0.7
0.2
1.4
0.4
0.5
1.2
3.1
1.6
0.7
1.5
3.4
5.6
0.5
1.4
0.6
289
0.4
3.3
2.8
0.9
11.1
0.3
2
4.7
8.1
52
2.8
1.8
24
10.6
1
2.2
1.3
53
57
26
3.6
0.6
0.3
2060
8.9
2.4
6.5
1.1
6
0.3
3.8
0.2
10
0.8
0.2
0.4
22
2
79
67
24
3.1
1.8
0.7
8.4
14.7
4.3
1
167
15.8
1.2
0.9
4.1
3
47
310
442
0.4
21
2.3
28
2
0.6
5
1.3
2.3
34
2.2
15.4
32
0.7
2.9
570
639
2.7
8.1
10.8
2.7
4.2
20
0.5
13.6
1.7
0.7
0.5
0.2
147
8
2.4
6.8
5
207
2.2
28
160
1.2
11.8
0.2
1.5
13.3
4
1.5
3
494
92
0.2
0.6
145
0.5
0.3
2030
44
128
1.4
0.6
8.4
25
1
7
0.6
14.5
24
1.3
1.9
4.4
0.3
299
6.3
20
1.1
0.5
3.5
171
0.2
1076
25
0.6
0.4
1.1
3.2
1.5
0.1
196
9.2
0.1
0.2
1.2
8.5
1.1
57
8
854
677
6.7
3.4
4.8
24
770
369
4
0.5
0.4
4.4
0.6
0.1
0.6
267
0.3
6.2
100
5.9
3.7
113
2.8
23
0.1
53
1.3
0.9
28
382
32
6
32
38
3.8
21
6.3
533
39
7.3
0.8
0.3
0.3
0.2
0.8
0.4
1.2
11.6
44
7.8
0.4
10.9
1.1
8.6
2
4.9
184
778
181
1.2
1.8
2.3
0.3
5.4
31
37
43
5.8
46
7.6
1.3
0.9
0.4
320
1.1
0.4
0.6
26
8.7
19.7
21
1326
140
150
3.2
31
267
1.4
202
0.2
0.1
1.2
54
2.5
209
2.8
2.8
1.1
0.2
24
88
0.3
1.4
9.2
0.2
0.8
102
6.1
3.1
10.2
4
604
4.1
6.9
0.3
0.8
2296
3.8
4.2
30
3.2
0.6
0.3
6.6
50
6.4
0.3
2.4
0.7
12.8
0.9
1.4
0.2
22
37
3.9
34
21
0.7
2.2
0.2
1.5
0.1
0.6
42
15.8
151
666
2.6
0.4
8.2
0.7
9.1
0.4
16.3
0.2
0.7
57
1.6
0.3
7.3
0.4
188
3.2
1.8
7.6
1.5
11
1.2
85
0.3
27
0.8
18.2
1246
0.9
11.1
9.6
9.9
9.1
4.2
48
2.3
29
3.5
137
99
0.9
994
18.8
4.7
6.3
40
41
0.1
47
0.3
124
0.8
141
3.2
103
3.3
17.4
1.6
0.2
3.5
134
7.8
0.3
2.6
1.3
1.1
1156
0.7
5
0.8
13.3
2.4
0.5
0.2
30
1645
3.1
68
7.4
54
10.8
4.4
0.3
285
2.2
35
3
3
31
4.2
4.5
0.2
45
0.3
0.1
2.2
5.6
3.1
17.8
44
0.6
29
40
2.9
1.9
1
0.2
1.3
442
0.7
17.6
1545
0.9
22
5.4
0.1
0.4
10.4
20
7.2
1.1
72
0.2
1.4
1
3.2
48
1
3.1
22
0.5
6.6
0.9
0.4
9.2
22
0.8
4.1
32
36
0.3
0.5
5
6.9
80
0.6
2.8
254
19
214
0.8
7.5
0.6
0.3
6.8
4.5
17.1
2.2
209
246
0.2
1
0.2
12.7
3.9
10.4
1.7
2.9
36
152
6.7
79
0.6
0.6
4.3
29
306
0.7
0.2
0.5
1.8
736
728
50
3.6
0.3
0.8
0.4
59
88
9.6
0.6
2.2
3.2
8.9
1.3
0.8
0.3
0.6
3.5
59
0.9
6
