"x"
2.8
0.1
13
42
10.1
16.1
1.2
9
1085
3.6
1.3
2
762
72
3.3
30
6.6
4.5
29
0.5
27
0.9
1
1
1.9
18.3
1.8
1
2.4
1.4
2.6
75
12.6
36
3.5
3
407
11.5
2.1
0.8
197
5
0.8
68
0.3
1.8
0.4
1
4.7
2.1
2.1
5
10.5
0.4
0.6
297
2.1
0.4
156
1.1
0.7
1064
2.4
2.9
8
28
52
4.1
7.5
79
3.3
267
276
43
10.9
1.9
31
0.9
56
3.8
2.2
88
23
5.8
13.5
7.7
429
0.2
16.7
309
0.2
0.6
1221
258
0.3
10.7
0.1
0.6
1.1
2.2
19.2
3.5
1.2
11.9
0.3
6.5
1.2
24
62
8.2
0.2
36
6.7
743
10.2
2.2
27
36
337
47
22
3.5
110
86
0.3
1.1
2.6
0.6
53
1.5
180
1.9
30
0.2
0.6
0.2
1.1
0.5
64
19.2
7.7
47
12.7
128
1.1
14.8
7.6
432
40
418
17.6
1.6
0.1
0.4
0.4
121
3.5
81
141
0.6
119
3.6
9.7
2653
174
6.5
15.6
238
104
13.3
17.8
4.6
0.8
12.4
0.3
92
1.5
7.9
244
3.6
1.3
106
1.9
2.3
3.4
13.9
9
499
29
4.3
215
0.7
0.2
55
2.4
0.2
14.7
85
3.9
2.4
87
0.2
0.3
1.4
31
3.2
8.5
13.6
16.1
206
38
7.2
19.9
1.6
17
0.7
482
1.6
1.6
86
0.9
0.3
5.4
1.8
0.4
14.1
0.1
2.3
4.9
0.2
37
9.2
4.3
0.5
56
1.2
8.1
33
2.5
11.2
1
80
16.2
1
8.4
17.7
4.4
0.8
10.6
0.2
494
41
0.4
1.2
0.4
18.7
4.7
33
66
0.6
14.6
13.9
8.2
13
163
245
1.7
9
1.5
31
10.5
12.6
2.6
1.1
19.1
1
2.5
0.5
11.5
7.2
1.1
1.2
1.3
0.7
32
0.6
0.6
0.9
20
211
0.9
529
17.3
0.5
29
0.4
3
6
3.1
180
7.9
154
1.7
6.8
2.5
0.8
2.2
2.5
79
575
73
0.7
0.8
232
39
3.6
2.9
400
24
12.4
12.1
7.4
1931
7.4
21
0.6
9.6
13.1
5.3
4.2
15.3
590
108
1.3
18.6
71
0.6
744
19
96
22
0.3
12.8
46
2.4
2.4
71
0.5
0.3
1.4
8.8
6.7
8.2
49
0.2
9.4
2.2
16.1
9.6
3
2.6
206
1
0.2
27
411
0.5
0.5
39
1.1
480
0.6
3.2
1.2
311
151
0.9
1.4
45
2.3
0.8
46
505
159
1.5
0.8
2.6
1
2.1
2.8
62
26
172
0.7
44
0.4
0.7
6.6
107
1.5
6.5
3.3
0.9
44
38
557
273
0.2
1.2
63
2.8
28
108
9
0.8
5.2
0.2
2.3
1.2
9.5
12.6
1
498
0.7
0.1
0.7
0.6
14.9
2.2
0.7
106
16.9
51
1.2
0.1
0.1
0.6
18.3
9.6
14.6
0.7
0.9
0.4
15.3
52
1.3
2.9
50
3
2522
137
3.6
3.4
0.8
35
0.3
8.5
1
0.6
1.7
170
5.3
41
217
0.3
1019
2.7
0.6
0.4
1.5
1217
10.9
0.3
35
3.2
0.6
85
53
0.5
1
0.3
1.2
1.7
61
18.2
59
1
1.7
0.5
1.1
0.9
0.2
0.6
0.7
3.1
1.2
4.6
0.1
3.3
2.6
1.5
14.6
0.8
1.1
2.7
1.7
374
173
0.3
16.6
149
27
2.8
0.1
19.1
0.5
33
1.8
25
3.1
5.9
36
29
9.3
315
5
14.1
1.5
4.8
12.9
0.5
54
1.3
10
0.4
0.6
4.8
0.2
23
200
167
59
5.7
4.3
0.7
1.3
17.8
2.5
0.2
46
0.9
1.7
0.6
0.8
9.8
0.3
237
2.5
16.4
2.2
7
2.1
0.9
24
440
5.9
57
0.3
0.6
78
0.1
0.8
0.4
181
0.9
17.8
0.6
127
34
2.5
12.3
77
7.6
0.4
0.4
546
24
0.5
0.5
13
0.9
0.1
2.2
150
2.3
1043
39
72
85
1605
3
62
8
0.1
0.2
21
1.3
4.4
100
4.8
5
65
0.2
8.5
295
15.8
134
1.3
0.4
1.7
0.4
22
347
1044
0.7
21
0.4
3.9
1.3
10.3
152
31
7.6
0.8
0.1
0.8
12.4
7.8
66
1.2
1.7
0.8
0.8
2.7
189
1
27
1.9
7
4.4
3.3
8.5
0.8
0.5
175
41
4.5
0.9
3.2
26
2
1.1
2.6
0.8
1.2
60
2.3
21
115
0.7
3.1
72
6.7
1.3
6.8
0.3
3.9
3.9
1.8
162
22
3.2
2.1
129
0.5
61
254
2.2
5.5
1124
0.9
1.6
61
9.5
0.9
1.2
1.2
1.2
5.4
26
17.6
188
4.5
1.8
0.3
56
1677
2.8
3.2
0.5
2.6
157
0.7
13.3
1.7
0.4
2.8
0.2
56
811
0.3
2.2
0.7
0.4
445
4.1
0.2
0.8
0.2
6.9
1.9
2.3
389
2.1
0.9
16.8
32
1
23
439
15.3
15.7
16.2
0.8
0.1
0.5
195
5.4
110
4
1.5
115
9.7
6.7
1
191
5.9
4.4
130
9
0.7
26
13
6.4
5.6
6.6
0.6
1.1
6.3
4.9
19.6
0.3
0.4
735
4.5
3.8
2
104
0.2
3.9
816
53
5.7
3.1
0.1
29
21
0.4
11.6
39
280
1.3
0.5
2.4
0.5
38
3.7
0.6
45
90
0.6
0.3
1051
0.7
0.6
0.8
109
0.7
1379
6.2
20
2.7
14.4
3.5
13.1
231
30
73
3.8
2.3
36
0.2
8.3
0.5
24
7.4
1
1
70
0.7
3.1
10.7
3.5
7
1.3
11.8
13.1
1.5
0.4
1.2
104
0.2
9.9
62
179
10.3
0.2
1.1
0.7
173
212
458
7.5
0.3
24
13.7
129
21
73
11.7
15.4
0.4
11.8
1.6
2.7
635
4.3
0.9
17.5
0.9
24
1.1
0.6
8.3
0.4
73
2.2
11.4
1571
1.5
159
2.3
16.7
40
0.9
22
4
2.5
0.2
36
0.3
34
13.3
50
0.4
45
15.6
0.3
4.1
2.1
166
1.5
164
5.4
0.7
121
0.9
5.8
5.6
27
0.4
44
3.5
35
173
2.4
294
43
0.3
140
0.2
1.9
4.7
456
34
4.2
292
29
11.6
568
3503
0.3
2956
33
49
9.9
1.3
0.2
1
18.4
0.4
1.7
248
5
0.7
110
4.1
10.8
1.2
0.6
6.1
0.2
2.2
67
404
0.3
2.6
7.3
6.7
1
5.4
0.2
3.2
28
0.7
0.3
549
3.6
0.5
23
0.8
1
0.2
6.4
0.7
7.7
70
2.4
44
2150
0.3
0.5
0.7
7.7
13.8
0.2
173
28
5.1
0.6
0.3
415
0.7
0.8
2.8
0.2
1.2
4.3
0.8
0.4
0.9
0.9
1.1
1.5
38
0.8
9
1.8
0.5
28
0.4
1120
4.7
442
0.6
6.8
16
870
1.2
0.6
90
0.8
11.7
21
1.6
3.7
0.7
6
0.5
8.9
137
14.3
12.9
404
0.6
0.2
2
26
56
0.7
4.4
89
0.4
3.4
13
1.1
2.8
0.8
0.8
0.3
0.6
0.8
1.7
0.9
4
11.5
0.7
46
0.4
59
0.2
2.8
13.7
4
1012
15.4
0.1
2.8
5.1
0.1
14
15.1
127
1.7
23
0.2
237
1.1
0.5
0.3
2.5
0.9
2.1
1.6
3.1
7.3
11.6
1.7
1.4
846
2.5
18.4
212
1
78
914
20
4
1.6
13.4
1
19.2
0.4
22
97
1.6
0.5
15.7
7.2
57
0.5
0.3
7.4
59
0.6
7
8.3
10.2
4.2
17.7
3.7
70
0.3
3.5
3.6
93
6.7
8.6
0.3
402
5.8
69
0.7
7.4
7
4.2
0.2
0.5
0.3
0.4
0.6
0.2
2.2
1.3
4.3
23
42
1.2
1
288
0.7
